Crop Type,Nitrogen (N),Phosphorus (P),Potassium (K),Soil pH,Soil Type,Target Fertilizer
Rice,53,22,25,6.5,Loamy,NPK 10-26-26
Maize,55,34,36,4.7,Silty,NPK 10-26-26
Cotton,47,40,38,8.3,Silty,NPK 10-26-26
Wheat,29,23,13,5.9,Clayey,NPK 15-15-15
Sugarcane,114,58,61,7.9,Silty,DAP
Wheat,25,35,27,5.8,Silty,NPK 10-26-26
Cotton,46,23,50,7.2,Silty,NPK 10-26-26
Rice,50,36,22,5.2,Clayey,NPK 10-26-26
Wheat,46,32,11,7.8,Sandy,Urea
Wheat,30,23,25,7.1,Silty,NPK 10-26-26
Rice,52,32,27,8.2,Sandy,NPK 10-26-26
Maize,51,34,32,8.1,Sandy,NPK 10-26-26
Maize,68,44,40,6.9,Clayey,NPK 10-26-26
Maize,77,37,35,6.9,Loamy,NPK 10-26-26
Sugarcane,118,49,60,5.0,Sandy,DAP
Sugarcane,80,43,88,5.9,Loamy,NPK 10-26-26
Sugarcane,99,45,93,5.8,Silty,DAP
Maize,62,31,22,6.5,Sandy,NPK 10-26-26
Sugarcane,100,43,62,6.1,Clayey,NPK 10-26-26
Rice,38,27,25,8.1,Sandy,NPK 10-26-26
Cotton,57,39,41,8.5,Sandy,NPK 10-26-26
Wheat,45,11,25,5.5,Silty,Urea
Cotton,46,20,32,8.2,Sandy,NPK 10-26-26
Wheat,36,15,23,6.4,Sandy,NPK 15-15-15
Rice,32,25,16,7.3,Sandy,NPK 15-15-15
Rice,54,26,16,4.9,Silty,Urea
Rice,31,36,12,7.7,Silty,DAP
Cotton,43,21,44,6.6,Loamy,NPK 10-26-26
Maize,56,46,26,8.3,Clayey,DAP
Sugarcane,99,43,100,4.9,Clayey,NPK 10-26-26
Sugarcane,112,58,78,5.6,Clayey,DAP
Cotton,41,33,32,6.5,Silty,NPK 10-26-26
Sugarcane,111,50,79,5.7,Clayey,DAP
Sugarcane,108,45,64,8.1,Clayey,DAP
Sugarcane,108,44,61,8.3,Loamy,NPK 10-26-26
Sugarcane,85,53,99,6.6,Silty,DAP
Wheat,34,39,13,4.9,Clayey,DAP
Cotton,61,37,37,6.3,Clayey,NPK 10-26-26
Rice,57,28,20,5.0,Loamy,NPK 10-26-26
Wheat,38,18,24,7.0,Loamy,NPK 15-15-15
Cotton,51,32,44,7.2,Loamy,NPK 10-26-26
Maize,61,36,26,6.7,Loamy,NPK 10-26-26
Rice,32,29,13,4.9,Silty,NPK 15-15-15
Sugarcane,112,55,80,4.9,Clayey,DAP
Rice,31,31,16,6.2,Clayey,NPK 15-15-15
Rice,52,32,29,6.6,Sandy,NPK 10-26-26
Wheat,23,29,14,5.6,Silty,NPK 15-15-15
Cotton,46,36,35,7.8,Sandy,NPK 10-26-26
Wheat,37,30,25,5.8,Loamy,NPK 10-26-26
Rice,32,36,12,6.8,Silty,DAP
Sugarcane,120,50,66,7.9,Clayey,DAP
Cotton,46,38,49,7.4,Clayey,NPK 10-26-26
Sugarcane,120,51,80,7.8,Sandy,DAP
Cotton,63,34,44,4.9,Clayey,NPK 10-26-26
Wheat,41,30,21,5.9,Silty,NPK 10-26-26
Maize,70,39,30,6.3,Silty,NPK 10-26-26
Wheat,26,33,10,7.9,Sandy,NPK 20-20-0
Rice,31,32,27,7.0,Clayey,NPK 10-26-26
Wheat,36,11,30,6.2,Loamy,NPK 15-15-15
Wheat,45,12,15,7.7,Loamy,Urea
Cotton,57,23,39,8.1,Clayey,NPK 10-26-26
Wheat,41,35,10,7.0,Loamy,DAP
Wheat,41,22,24,7.3,Clayey,NPK 10-26-26
Rice,38,30,22,5.5,Loamy,NPK 10-26-26
Sugarcane,104,47,88,5.6,Loamy,DAP
Wheat,35,20,18,5.6,Silty,NPK 15-15-15
Rice,56,22,10,4.6,Clayey,Urea
Cotton,59,34,38,6.3,Silty,NPK 10-26-26
Wheat,45,40,17,6.4,Silty,DAP
Cotton,57,34,38,8.5,Clayey,NPK 10-26-26
Rice,47,23,24,7.9,Clayey,NPK 10-26-26
Rice,58,26,14,8.5,Sandy,Urea
Maize,74,42,34,6.9,Clayey,NPK 10-26-26
Rice,53,31,25,5.6,Loamy,NPK 10-26-26
Rice,32,27,17,8.3,Loamy,NPK 15-15-15
Rice,41,31,28,5.7,Clayey,NPK 10-26-26
Rice,59,24,16,4.8,Silty,Urea
Sugarcane,116,58,91,7.8,Loamy,DAP
Wheat,44,11,13,8.4,Silty,Urea
Sugarcane,85,47,65,6.4,Loamy,DAP
Maize,58,49,35,6.0,Loamy,DAP
Cotton,44,33,31,4.5,Silty,NPK 10-26-26
Maize,75,48,32,4.7,Clayey,DAP
Wheat,28,13,19,7.8,Silty,NPK 15-15-15
Maize,52,43,34,8.1,Clayey,NPK 10-26-26
Rice,51,26,10,4.5,Loamy,Urea
Cotton,47,21,36,4.8,Loamy,NPK 10-26-26
Wheat,40,39,21,8.3,Clayey,NPK 10-26-26
Cotton,70,33,32,8.1,Sandy,NPK 10-26-26
Maize,69,48,39,6.7,Loamy,DAP
Maize,58,47,23,8.1,Loamy,DAP
Wheat,21,15,24,7.2,Sandy,NPK 15-15-15
Sugarcane,116,49,89,7.9,Sandy,DAP
Cotton,48,39,38,6.9,Silty,NPK 10-26-26
Maize,65,35,25,7.3,Sandy,NPK 10-26-26
Maize,58,31,29,5.4,Silty,NPK 10-26-26
Sugarcane,99,48,74,5.8,Sandy,DAP
Cotton,68,26,48,8.1,Loamy,NPK 10-26-26
Wheat,44,25,19,4.5,Loamy,NPK 10-26-26
Wheat,30,22,16,6.6,Loamy,NPK 15-15-15
Rice,48,33,30,8.3,Sandy,NPK 10-26-26
Rice,30,31,18,5.7,Sandy,NPK 10-26-26
Cotton,59,38,35,4.5,Sandy,NPK 10-26-26
Rice,30,34,29,5.3,Sandy,NPK 10-26-26
Rice,45,39,12,7.2,Clayey,DAP
Sugarcane,92,56,71,6.7,Clayey,DAP
Wheat,20,34,29,7.9,Sandy,NPK 10-26-26
Wheat,45,40,19,7.3,Clayey,DAP
Cotton,56,25,32,5.6,Clayey,NPK 10-26-26
Sugarcane,120,52,62,5.6,Silty,DAP
Maize,64,44,40,4.7,Loamy,NPK 10-26-26
Cotton,69,40,49,4.9,Clayey,NPK 10-26-26
Rice,57,40,17,6.3,Sandy,DAP
Rice,58,33,15,5.2,Loamy,Urea
Cotton,62,38,39,8.3,Sandy,NPK 10-26-26
Sugarcane,90,47,81,8.1,Clayey,DAP
Cotton,40,23,31,7.7,Silty,NPK 10-26-26
Wheat,27,16,27,5.5,Loamy,NPK 15-15-15
Rice,56,21,23,8.5,Silty,Urea
Cotton,69,29,33,7.0,Sandy,NPK 10-26-26
Maize,51,48,22,8.4,Silty,DAP
Rice,52,24,17,6.3,Clayey,Urea
Maize,73,38,33,7.7,Clayey,NPK 10-26-26
Wheat,41,21,13,6.3,Clayey,NPK 15-15-15
Cotton,52,25,46,6.8,Sandy,NPK 10-26-26
Sugarcane,84,58,63,8.4,Silty,DAP
Rice,56,23,25,5.7,Silty,NPK 10-26-26
Rice,60,27,10,6.3,Silty,Urea
Cotton,59,36,48,7.8,Silty,NPK 10-26-26
Sugarcane,107,47,89,5.5,Silty,DAP
Cotton,68,40,30,6.8,Loamy,NPK 10-26-26
Wheat,22,40,22,7.1,Loamy,NPK 10-26-26
Rice,58,31,10,5.3,Silty,Urea
Wheat,42,27,21,5.8,Loamy,NPK 10-26-26
Cotton,63,36,45,5.2,Clayey,NPK 10-26-26
Sugarcane,117,54,69,4.9,Sandy,DAP
Sugarcane,82,50,60,5.9,Loamy,DAP
Rice,33,25,26,6.7,Clayey,NPK 10-26-26
Wheat,32,33,13,6.8,Loamy,NPK 15-15-15
Rice,45,39,14,5.9,Sandy,DAP
Maize,68,47,24,5.6,Sandy,DAP
Sugarcane,101,43,70,7.1,Silty,NPK 10-26-26
Rice,45,32,29,6.4,Sandy,NPK 10-26-26
Wheat,36,11,18,6.4,Silty,NPK 15-15-15
Cotton,65,21,40,7.9,Silty,NPK 10-26-26
Rice,45,30,26,5.9,Silty,NPK 10-26-26
Wheat,47,20,11,7.7,Silty,Urea
Sugarcane,101,57,82,4.8,Silty,DAP
Sugarcane,80,51,92,8.3,Clayey,DAP
Maize,78,44,30,8.5,Sandy,NPK 10-26-26
Cotton,43,33,44,6.0,Silty,NPK 10-26-26
Maize,56,35,37,7.4,Sandy,NPK 10-26-26
Wheat,42,39,15,5.3,Silty,DAP
Maize,75,30,39,5.9,Sandy,NPK 10-26-26
Sugarcane,114,48,96,7.3,Silty,DAP
Wheat,45,23,14,5.2,Clayey,Urea
Maize,50,46,20,6.2,Silty,DAP
Sugarcane,111,55,75,5.7,Loamy,DAP
Maize,75,49,30,6.3,Silty,DAP
Wheat,20,22,18,8.5,Clayey,NPK 15-15-15
Cotton,44,30,42,5.3,Silty,NPK 10-26-26
Rice,34,29,17,6.7,Loamy,NPK 15-15-15
Cotton,47,25,37,7.4,Loamy,NPK 10-26-26
Rice,58,40,12,5.7,Loamy,DAP
Sugarcane,82,41,83,5.5,Clayey,NPK 10-26-26
Maize,62,36,36,5.0,Loamy,NPK 10-26-26
Maize,52,31,40,5.7,Silty,NPK 10-26-26
Sugarcane,83,57,95,6.7,Clayey,DAP
Rice,60,29,13,6.7,Sandy,Urea
Rice,54,32,30,7.0,Loamy,NPK 10-26-26
Cotton,53,24,31,7.8,Sandy,NPK 10-26-26
Wheat,22,33,26,7.8,Clayey,NPK 10-26-26
Cotton,51,38,38,6.9,Silty,NPK 10-26-26
Sugarcane,108,60,66,6.1,Clayey,DAP
Sugarcane,94,53,66,5.1,Clayey,DAP
Maize,76,31,23,5.8,Silty,NPK 10-26-26
Rice,52,22,19,7.9,Clayey,Urea
Wheat,30,26,11,8.2,Silty,NPK 20-20-0
Maize,69,40,32,5.0,Loamy,NPK 10-26-26
Rice,54,39,27,8.1,Clayey,NPK 10-26-26
Rice,46,29,14,7.4,Clayey,Urea
Wheat,21,13,10,6.5,Silty,NPK 15-15-15
Wheat,26,26,17,5.4,Silty,NPK 15-15-15
Wheat,27,16,24,7.2,Sandy,NPK 15-15-15
Maize,74,48,40,8.1,Clayey,DAP
Sugarcane,114,45,64,6.8,Clayey,DAP
Rice,45,31,22,5.2,Sandy,NPK 10-26-26
Cotton,58,29,47,6.4,Clayey,NPK 10-26-26
Maize,72,49,22,6.2,Loamy,DAP
Maize,51,32,32,5.0,Loamy,NPK 10-26-26
Cotton,70,27,34,6.4,Silty,NPK 10-26-26
Wheat,28,21,21,6.9,Loamy,NPK 15-15-15
Maize,72,49,30,5.8,Loamy,DAP
Sugarcane,105,58,69,8.2,Loamy,DAP
Wheat,29,37,12,6.9,Sandy,DAP
Maize,78,35,32,6.1,Clayey,NPK 10-26-26
Cotton,56,35,34,8.4,Silty,NPK 10-26-26
Wheat,41,37,17,7.6,Sandy,DAP
Maize,56,42,31,8.5,Clayey,NPK 10-26-26
Maize,73,40,23,7.7,Clayey,NPK 10-26-26
Maize,66,41,22,5.7,Clayey,DAP
Maize,63,33,37,7.3,Sandy,NPK 10-26-26
Wheat,30,38,26,7.2,Sandy,NPK 10-26-26
Maize,80,49,36,8.4,Loamy,DAP
Cotton,47,21,37,5.0,Clayey,NPK 10-26-26
Wheat,43,37,29,6.6,Silty,NPK 10-26-26
Rice,57,34,18,6.3,Clayey,Urea
Cotton,47,33,39,7.4,Sandy,NPK 10-26-26
Maize,57,41,39,8.2,Sandy,NPK 10-26-26
Wheat,33,28,14,7.4,Silty,NPK 15-15-15
Rice,46,40,17,7.3,Silty,DAP
Wheat,33,26,10,5.3,Loamy,NPK 20-20-0
Cotton,41,39,42,7.9,Loamy,NPK 10-26-26
Maize,50,46,26,5.3,Clayey,DAP
Wheat,30,16,26,7.4,Silty,NPK 15-15-15
Rice,45,23,28,7.6,Clayey,NPK 10-26-26
Maize,76,43,26,8.1,Loamy,NPK 10-26-26
Wheat,30,26,16,8.4,Sandy,NPK 15-15-15
Wheat,42,32,26,8.3,Sandy,NPK 10-26-26
Wheat,42,34,12,7.9,Silty,DAP
Cotton,51,39,41,6.5,Silty,NPK 10-26-26
Sugarcane,115,43,72,5.9,Loamy,NPK 10-26-26
Wheat,40,30,18,8.3,Sandy,NPK 10-26-26
Maize,62,33,20,7.3,Clayey,NPK 10-26-26
Cotton,68,26,38,6.5,Loamy,NPK 10-26-26
Maize,80,31,27,6.7,Sandy,NPK 10-26-26
Wheat,48,12,14,5.2,Loamy,Urea
Wheat,50,23,12,5.2,Clayey,Urea
Sugarcane,114,43,84,8.3,Loamy,NPK 10-26-26
Rice,45,28,25,8.1,Loamy,NPK 10-26-26
Sugarcane,98,52,89,8.2,Clayey,DAP
Sugarcane,96,47,66,6.3,Clayey,DAP
Rice,57,33,18,8.5,Clayey,Urea
Wheat,35,24,23,4.7,Clayey,NPK 10-26-26
Sugarcane,101,46,73,4.9,Silty,DAP
Rice,34,35,19,7.5,Clayey,NPK 10-26-26
Maize,71,41,30,6.3,Clayey,NPK 10-26-26
Sugarcane,97,47,70,7.9,Clayey,DAP
Cotton,65,25,40,7.3,Silty,NPK 10-26-26
Rice,52,35,21,8.4,Loamy,NPK 10-26-26
Maize,58,31,34,4.9,Clayey,NPK 10-26-26
Rice,53,26,22,7.7,Sandy,NPK 10-26-26
Maize,59,31,24,8.4,Clayey,NPK 10-26-26
Sugarcane,102,44,95,7.3,Sandy,NPK 10-26-26
Rice,35,24,18,4.9,Clayey,NPK 15-15-15
Wheat,46,35,14,4.8,Clayey,Urea
Rice,52,35,24,5.0,Sandy,NPK 10-26-26
Maize,61,35,30,7.7,Silty,NPK 10-26-26
Cotton,46,35,44,5.9,Sandy,NPK 10-26-26
Cotton,64,37,30,7.2,Clayey,NPK 10-26-26
Maize,61,47,39,6.5,Silty,DAP
Cotton,70,30,34,8.1,Sandy,NPK 10-26-26
Rice,41,30,20,5.0,Silty,NPK 10-26-26
Wheat,25,35,22,8.1,Silty,NPK 10-26-26
Rice,40,38,25,6.4,Loamy,NPK 10-26-26
Sugarcane,83,52,61,7.9,Sandy,DAP
Wheat,40,38,12,7.4,Silty,DAP
Wheat,31,32,10,7.1,Sandy,NPK 20-20-0
Rice,48,27,25,8.0,Sandy,NPK 10-26-26
Cotton,52,33,35,8.4,Sandy,NPK 10-26-26
Wheat,43,10,25,7.8,Loamy,Urea
Cotton,59,30,32,6.6,Clayey,NPK 10-26-26
Maize,65,50,36,8.0,Clayey,DAP
Maize,74,38,27,6.7,Silty,NPK 10-26-26
Cotton,60,28,31,5.2,Silty,NPK 10-26-26
Wheat,29,36,30,4.8,Loamy,NPK 10-26-26
Cotton,54,23,43,5.7,Sandy,NPK 10-26-26
Wheat,32,22,18,4.5,Clayey,NPK 15-15-15
Maize,71,31,29,5.7,Silty,NPK 10-26-26
Rice,60,36,22,4.6,Clayey,NPK 10-26-26
Cotton,62,34,43,5.4,Sandy,NPK 10-26-26
Rice,55,36,21,4.7,Clayey,NPK 10-26-26
Sugarcane,81,46,94,8.0,Silty,DAP
Rice,38,33,24,5.9,Silty,NPK 10-26-26
Cotton,61,37,40,8.2,Loamy,NPK 10-26-26
Sugarcane,115,46,73,8.5,Loamy,DAP
Wheat,48,34,24,4.8,Sandy,NPK 10-26-26
Wheat,33,11,21,5.8,Sandy,NPK 15-15-15
Cotton,41,21,45,7.9,Silty,NPK 10-26-26
Rice,39,31,11,8.3,Loamy,NPK 20-20-0
Rice,31,20,26,4.9,Silty,NPK 10-26-26
Maize,52,47,26,7.7,Clayey,DAP
Cotton,65,24,32,6.2,Sandy,NPK 10-26-26
Rice,44,21,13,8.3,Clayey,Urea
Sugarcane,88,57,76,8.2,Silty,DAP
Wheat,41,33,12,7.2,Clayey,NPK 20-20-0
Rice,39,39,10,8.1,Sandy,DAP
Cotton,68,33,44,8.3,Clayey,NPK 10-26-26
Maize,69,50,31,7.8,Sandy,DAP
Rice,53,22,12,8.3,Silty,Urea
Rice,36,33,17,5.6,Sandy,NPK 15-15-15
Sugarcane,120,43,94,6.2,Sandy,NPK 10-26-26
Maize,56,49,40,6.6,Sandy,DAP
Maize,56,39,23,8.5,Sandy,NPK 10-26-26
Rice,57,22,10,8.0,Silty,Urea
Rice,37,25,11,5.0,Sandy,NPK 20-20-0
Rice,59,28,20,5.2,Sandy,NPK 10-26-26
Rice,52,22,13,7.8,Sandy,Urea
Maize,59,36,26,5.2,Clayey,NPK 10-26-26
Wheat,32,15,14,8.1,Clayey,NPK 15-15-15
Wheat,36,34,18,7.7,Clayey,NPK 10-26-26
Cotton,40,28,39,7.1,Clayey,NPK 10-26-26
Wheat,24,11,23,4.7,Clayey,NPK 15-15-15
Maize,68,44,37,8.1,Sandy,NPK 10-26-26
Maize,66,47,35,7.1,Silty,DAP
Rice,34,39,30,5.3,Loamy,NPK 10-26-26
Wheat,38,11,23,6.4,Sandy,NPK 15-15-15
Cotton,66,35,47,7.4,Silty,NPK 10-26-26
Maize,57,44,40,8.3,Silty,NPK 10-26-26
Wheat,47,34,11,7.6,Loamy,Urea
Sugarcane,82,60,88,6.5,Silty,DAP
Maize,65,49,32,7.7,Sandy,DAP
Cotton,52,40,38,8.4,Sandy,NPK 10-26-26
Cotton,69,22,45,7.1,Silty,NPK 10-26-26
Sugarcane,117,51,92,7.7,Clayey,DAP
Rice,58,35,23,4.8,Clayey,NPK 10-26-26
Maize,71,36,35,8.1,Loamy,NPK 10-26-26
Sugarcane,94,59,99,7.7,Sandy,DAP
Sugarcane,90,49,61,5.9,Sandy,DAP
Wheat,49,23,22,6.6,Loamy,NPK 10-26-26
Maize,56,32,37,8.3,Silty,NPK 10-26-26
Rice,42,36,22,8.2,Clayey,NPK 10-26-26
Cotton,45,26,48,7.0,Silty,NPK 10-26-26
Cotton,50,37,35,5.4,Silty,NPK 10-26-26
Sugarcane,112,52,87,5.9,Silty,DAP
Sugarcane,89,41,89,8.1,Clayey,NPK 10-26-26
Sugarcane,88,47,72,5.0,Clayey,DAP
Rice,50,37,26,5.5,Silty,NPK 10-26-26
Maize,69,48,30,5.1,Loamy,DAP
Rice,37,22,29,6.9,Sandy,NPK 10-26-26
Maize,71,46,40,7.7,Sandy,DAP
Wheat,49,17,22,5.4,Loamy,Urea
Cotton,44,22,31,6.1,Sandy,NPK 10-26-26
Cotton,49,23,44,8.2,Loamy,NPK 10-26-26
Rice,42,39,26,8.0,Silty,NPK 10-26-26
Wheat,23,35,26,6.3,Sandy,NPK 10-26-26
Sugarcane,96,51,76,4.5,Sandy,DAP
Wheat,23,28,10,7.7,Silty,NPK 20-20-0
Sugarcane,83,56,87,7.4,Silty,DAP
Cotton,43,21,34,6.2,Sandy,NPK 10-26-26
Sugarcane,113,52,65,8.2,Loamy,DAP
Maize,72,48,26,5.4,Sandy,DAP
Wheat,34,30,25,8.4,Sandy,NPK 10-26-26
Rice,59,28,27,7.9,Clayey,NPK 10-26-26
Cotton,59,35,32,6.4,Clayey,NPK 10-26-26
Sugarcane,82,59,87,7.3,Silty,DAP
Cotton,67,32,49,8.4,Loamy,NPK 10-26-26
Maize,79,50,37,7.6,Loamy,DAP
Sugarcane,96,53,62,7.3,Silty,DAP
Rice,38,35,24,6.5,Silty,NPK 10-26-26
Maize,73,44,39,8.2,Clayey,NPK 10-26-26
Cotton,58,35,30,7.1,Loamy,NPK 10-26-26
Rice,40,26,18,7.9,Clayey,NPK 10-26-26
Wheat,48,31,29,8.4,Silty,NPK 10-26-26
Wheat,27,13,24,7.2,Sandy,NPK 15-15-15
Cotton,63,40,44,4.5,Silty,NPK 10-26-26
Maize,72,46,29,8.5,Silty,DAP
Maize,62,36,25,8.0,Silty,NPK 10-26-26
Cotton,51,40,44,7.9,Loamy,NPK 10-26-26
Wheat,31,13,18,6.0,Silty,NPK 15-15-15
Sugarcane,96,48,72,8.3,Loamy,DAP
Sugarcane,84,46,64,7.7,Sandy,DAP
Wheat,50,35,22,7.1,Sandy,NPK 10-26-26
Maize,58,39,36,5.0,Clayey,NPK 10-26-26
Wheat,40,35,12,7.0,Loamy,DAP
Rice,34,37,10,5.1,Silty,DAP
Wheat,24,19,16,5.2,Silty,NPK 15-15-15
Sugarcane,117,52,64,7.7,Silty,DAP
Wheat,33,36,11,7.6,Silty,DAP
Maize,71,31,33,6.7,Clayey,NPK 10-26-26
Rice,34,24,15,5.0,Silty,NPK 15-15-15
Rice,48,40,26,7.2,Silty,NPK 10-26-26
Maize,50,36,24,5.5,Sandy,NPK 10-26-26
Sugarcane,89,53,83,7.9,Sandy,DAP
Wheat,50,37,30,7.9,Clayey,NPK 10-26-26
Rice,43,22,26,7.6,Clayey,NPK 10-26-26
Wheat,35,17,19,8.4,Clayey,NPK 15-15-15
Cotton,62,36,44,7.3,Loamy,NPK 10-26-26
Cotton,53,25,34,5.3,Silty,NPK 10-26-26
Rice,32,32,28,7.7,Silty,NPK 10-26-26
Sugarcane,109,46,97,8.0,Sandy,DAP
Maize,63,39,29,5.1,Sandy,NPK 10-26-26
Rice,32,29,16,8.5,Clayey,NPK 15-15-15
Sugarcane,81,48,67,6.2,Loamy,DAP
Wheat,25,16,25,5.6,Silty,NPK 15-15-15
Maize,70,37,35,5.1,Loamy,NPK 10-26-26
Maize,77,35,34,8.1,Loamy,NPK 10-26-26
Sugarcane,97,56,78,7.1,Loamy,DAP
Cotton,48,23,50,7.9,Loamy,NPK 10-26-26
Cotton,62,37,34,5.2,Loamy,NPK 10-26-26
Cotton,63,29,41,5.8,Clayey,NPK 10-26-26
Wheat,28,11,19,7.9,Silty,NPK 15-15-15
Maize,59,39,27,7.2,Sandy,NPK 10-26-26
Sugarcane,112,41,98,5.2,Clayey,NPK 10-26-26
Rice,32,28,25,7.9,Loamy,NPK 10-26-26
Wheat,39,24,17,8.3,Silty,NPK 15-15-15
Sugarcane,86,59,97,8.3,Silty,DAP
Rice,54,36,24,6.6,Loamy,NPK 10-26-26
Maize,61,46,35,5.8,Sandy,DAP
Maize,67,50,37,7.2,Sandy,DAP
Cotton,53,38,37,4.9,Loamy,NPK 10-26-26
Maize,66,40,29,6.1,Loamy,NPK 10-26-26
Rice,37,26,11,6.6,Loamy,NPK 20-20-0
Maize,65,44,29,4.6,Clayey,NPK 10-26-26
Rice,57,25,26,7.8,Clayey,NPK 10-26-26
Maize,58,35,29,8.2,Silty,NPK 10-26-26
Rice,54,31,23,8.0,Silty,NPK 10-26-26
Maize,67,46,34,6.4,Silty,DAP
Wheat,29,15,13,6.9,Clayey,NPK 15-15-15
Sugarcane,83,45,88,6.9,Loamy,DAP
Maize,77,42,26,7.1,Loamy,NPK 10-26-26
Sugarcane,103,59,75,5.6,Silty,DAP
Wheat,48,21,29,7.2,Sandy,NPK 10-26-26
Wheat,49,24,19,5.3,Sandy,Urea
Sugarcane,111,55,82,8.2,Sandy,DAP
Sugarcane,83,54,89,7.9,Clayey,DAP
Cotton,51,38,38,6.4,Loamy,NPK 10-26-26
Wheat,38,16,18,4.5,Silty,NPK 15-15-15
Maize,65,34,38,7.7,Clayey,NPK 10-26-26
Maize,66,35,20,6.4,Loamy,NPK 10-26-26
Wheat,26,16,19,4.6,Loamy,NPK 15-15-15
Cotton,59,29,50,6.5,Loamy,NPK 10-26-26
Cotton,68,21,50,4.6,Clayey,NPK 10-26-26
Maize,78,47,28,4.9,Loamy,DAP
Rice,56,40,15,5.3,Clayey,DAP
Sugarcane,109,57,91,8.2,Sandy,DAP
Maize,75,36,26,8.5,Loamy,NPK 10-26-26
Maize,56,42,35,6.2,Sandy,NPK 10-26-26
Maize,64,37,31,7.5,Sandy,NPK 10-26-26
Maize,78,48,35,6.5,Silty,DAP
Rice,45,24,23,7.4,Loamy,NPK 10-26-26
Maize,77,33,21,8.1,Silty,NPK 10-26-26
Cotton,40,39,41,5.2,Loamy,NPK 10-26-26
Cotton,59,40,47,8.2,Clayey,NPK 10-26-26
Cotton,62,34,36,7.3,Sandy,NPK 10-26-26
Maize,73,45,31,5.2,Silty,DAP
Rice,52,30,15,5.2,Clayey,Urea
Rice,58,36,11,6.2,Silty,Urea
Maize,57,33,24,5.1,Sandy,NPK 10-26-26
Maize,67,48,34,4.5,Loamy,DAP
Maize,69,41,36,6.9,Loamy,NPK 10-26-26
Wheat,21,19,18,4.9,Silty,NPK 15-15-15
Sugarcane,99,57,69,7.7,Clayey,DAP
Sugarcane,115,49,68,7.4,Silty,DAP
Maize,61,37,22,7.9,Silty,NPK 10-26-26
Maize,75,35,37,8.3,Loamy,NPK 10-26-26
Sugarcane,120,42,88,8.4,Clayey,NPK 10-26-26
Rice,60,20,16,8.1,Clayey,Urea
Maize,52,30,39,4.6,Clayey,NPK 10-26-26
Rice,37,27,29,4.9,Sandy,NPK 10-26-26
Rice,55,39,24,7.5,Sandy,NPK 10-26-26
Sugarcane,95,41,88,8.5,Clayey,NPK 10-26-26
Sugarcane,111,44,93,5.3,Loamy,NPK 10-26-26
Sugarcane,96,40,100,7.9,Silty,NPK 10-26-26
Sugarcane,94,47,89,7.7,Clayey,DAP
Wheat,21,38,23,6.4,Sandy,NPK 10-26-26
Wheat,21,23,14,7.1,Silty,NPK 15-15-15
Sugarcane,96,57,96,7.1,Silty,DAP
Sugarcane,117,58,77,6.7,Clayey,DAP
Sugarcane,112,45,71,5.8,Clayey,DAP
Maize,50,37,32,8.3,Silty,NPK 10-26-26
Maize,56,32,37,8.1,Loamy,NPK 10-26-26
Wheat,30,35,14,6.4,Silty,NPK 15-15-15
Sugarcane,105,55,81,8.4,Silty,DAP
Sugarcane,86,55,82,7.2,Loamy,DAP
Maize,64,37,23,6.8,Sandy,NPK 10-26-26
Rice,43,26,20,5.3,Loamy,NPK 10-26-26
Rice,37,21,27,8.0,Clayey,NPK 10-26-26
Rice,30,32,15,5.1,Loamy,NPK 15-15-15
Maize,57,35,30,6.5,Loamy,NPK 10-26-26
Sugarcane,120,59,78,7.9,Sandy,DAP
Maize,76,32,35,6.3,Silty,NPK 10-26-26
Sugarcane,107,56,81,4.8,Clayey,DAP
Sugarcane,108,53,78,5.6,Silty,DAP
Cotton,67,40,34,8.2,Loamy,NPK 10-26-26
Maize,72,46,27,5.6,Silty,DAP
Rice,53,23,21,5.5,Silty,Urea
Rice,30,21,21,5.2,Clayey,NPK 15-15-15
Wheat,43,24,13,8.1,Clayey,NPK 15-15-15
Cotton,66,27,41,7.0,Sandy,NPK 10-26-26
Maize,51,43,35,4.6,Clayey,NPK 10-26-26
Wheat,47,19,18,4.7,Sandy,Urea
Sugarcane,108,52,65,7.8,Sandy,DAP
Sugarcane,89,59,92,4.6,Silty,DAP
Wheat,25,16,14,7.9,Loamy,NPK 15-15-15
Cotton,44,31,41,7.3,Silty,NPK 10-26-26
Sugarcane,105,41,65,4.8,Loamy,NPK 10-26-26
Rice,57,36,26,6.9,Silty,NPK 10-26-26
Cotton,41,35,35,6.4,Sandy,NPK 10-26-26
Wheat,28,23,20,8.2,Loamy,NPK 15-15-15
Maize,56,31,25,8.2,Sandy,NPK 10-26-26
Sugarcane,94,47,63,5.1,Silty,DAP
Sugarcane,119,41,72,4.7,Sandy,NPK 10-26-26
Maize,69,48,29,5.7,Silty,DAP
Sugarcane,88,44,76,6.3,Silty,NPK 10-26-26
Rice,44,37,21,6.6,Silty,NPK 10-26-26
Rice,53,38,11,4.8,Sandy,DAP
Cotton,61,37,33,6.3,Sandy,NPK 10-26-26
Rice,52,29,19,5.0,Loamy,NPK 10-26-26
Sugarcane,117,59,90,8.4,Silty,DAP
Rice,55,39,25,5.4,Sandy,NPK 10-26-26
Rice,48,28,25,5.6,Loamy,NPK 10-26-26
Sugarcane,81,50,80,5.5,Clayey,DAP
Cotton,50,23,43,7.2,Loamy,NPK 10-26-26
Rice,55,35,28,4.7,Clayey,NPK 10-26-26
