Nitrogen (N),Phosphorus (P),Potassium (K),Carbon Emissions (kg),Water Pollution Risk (%),Soil Degradation (Index),Crop Type
34,27,33,5.41,24.2,1.6,Cotton
35,25,15,5.05,21.4,4.1,Wheat
47,8,17,5.44,21.4,4.5,Rice
47,27,10,6.25,22.1,3.2,Soybean
37,12,32,4.94,17.5,2.4,Cotton
30,16,29,4.38,19.7,3.3,Soybean
29,10,24,3.88,13.7,1.6,Cotton
11,18,38,2.76,13.9,3.6,Cotton
42,21,18,5.61,20.2,3.6,Wheat
49,18,32,6.44,18.8,5.0,Rice
46,17,26,5.97,24.1,4.3,Wheat
12,23,30,2.95,19.1,2.8,Soybean
17,19,19,3.03,18.6,2.5,Wheat
11,17,7,2.09,18.0,3.7,Wheat
32,25,37,5.19,15.2,3.4,Cotton
13,9,35,2.45,11.9,1.0,Wheat
37,25,37,5.69,24.5,3.5,Maize
19,24,24,3.58,21.0,2.8,Rice
12,11,16,2.07,10.2,2.7,Wheat
22,24,15,3.7,12.5,1.8,Wheat
30,18,8,4.06,15.3,3.0,Rice
42,14,7,5.04,18.1,2.6,Maize
30,21,18,4.41,13.9,3.6,Rice
17,10,15,2.5,9.9,2.8,Cotton
24,22,22,3.94,17.9,3.2,Wheat
36,8,24,4.48,20.7,3.5,Cotton
26,19,28,4.11,18.3,2.4,Maize
36,22,31,5.32,24.2,4.1,Rice
38,12,26,4.92,14.4,4.2,Maize
17,30,27,3.74,13.8,4.6,Wheat
20,20,22,3.44,20.1,4.6,Maize
31,8,26,4.02,14.5,4.6,Cotton
16,10,37,2.84,17.8,3.5,Maize
18,16,27,3.14,19.9,3.5,Wheat
18,28,6,3.32,18.2,4.2,Rice
30,14,30,4.3,14.1,2.0,Maize
19,18,6,2.92,17.6,2.6,Maize
23,24,20,3.9,17.2,2.0,Soybean
23,27,14,3.93,20.0,4.4,Wheat
33,9,22,4.19,20.4,2.5,Cotton
41,24,25,5.8,24.7,3.0,Maize
30,23,10,4.35,17.8,3.1,Wheat
25,24,25,4.2,19.7,2.8,Rice
49,19,23,6.31,26.0,1.4,Soybean
18,23,38,3.71,13.6,2.7,Cotton
35,27,32,5.49,15.0,3.6,Rice
23,27,29,4.23,15.9,3.2,Soybean
16,21,14,2.93,16.0,3.3,Soybean
18,15,24,3.03,17.1,2.1,Maize
45,14,19,5.58,16.1,2.4,Cotton
41,19,17,5.39,24.7,4.0,Rice
18,27,6,3.27,20.3,2.5,Soybean
27,9,19,3.53,21.0,4.5,Wheat
12,12,29,2.38,13.6,4.4,Cotton
35,21,15,4.85,17.3,2.8,Cotton
14,14,38,2.86,18.8,2.1,Wheat
34,26,21,5.12,17.5,4.4,Soybean
20,25,25,3.75,16.1,4.4,Maize
49,15,21,6.07,25.1,2.9,Maize
39,17,6,4.87,15.9,3.8,Maize
39,16,36,5.42,20.1,1.6,Rice
44,17,16,5.57,24.1,2.5,Rice
20,12,15,2.9,18.2,4.5,Cotton
23,12,13,3.16,19.1,1.7,Maize
16,14,6,2.42,17.3,4.6,Rice
11,19,12,2.29,10.2,2.7,Maize
33,20,35,5.0,15.8,5.0,Cotton
37,16,12,4.74,16.6,4.6,Soybean
44,5,39,5.43,22.3,2.2,Maize
45,26,33,6.46,24.5,4.8,Soybean
18,10,17,2.64,11.2,4.4,Maize
35,24,35,5.4,15.1,1.5,Cotton
42,20,11,5.42,16.4,3.5,Wheat
37,12,26,4.82,17.8,4.2,Soybean
46,13,26,5.77,23.2,4.1,Cotton
35,28,17,5.24,18.1,3.7,Cotton
46,24,11,6.02,24.5,4.9,Cotton
21,6,26,2.92,16.1,1.9,Maize
12,16,27,2.54,13.8,3.0,Rice
37,19,39,5.43,18.6,2.2,Maize
35,10,15,4.3,18.9,4.3,Maize
11,9,22,1.99,15.7,2.7,Cotton
29,19,6,3.97,16.6,3.2,Cotton
49,17,27,6.29,24.5,3.3,Soybean
45,29,26,6.47,26.1,2.0,Soybean
27,28,17,4.44,16.8,2.4,Soybean
21,24,39,4.08,18.4,1.5,Soybean
34,15,32,4.79,15.3,4.8,Maize
19,11,9,2.63,17.8,3.4,Maize
38,20,36,5.52,22.1,2.4,Cotton
39,14,18,4.96,20.8,4.8,Wheat
29,18,8,3.96,19.2,4.6,Rice
35,14,16,4.52,14.7,2.4,Cotton
24,11,25,3.45,12.2,2.2,Soybean
31,9,34,4.23,12.7,4.1,Rice
29,22,31,4.62,22.7,2.5,Wheat
40,6,14,4.58,23.5,2.5,Wheat
15,26,14,3.08,13.0,3.0,Cotton
13,21,19,2.73,14.8,4.0,Rice
42,29,35,6.35,23.7,1.4,Rice
30,23,32,4.79,19.2,3.5,Cotton
30,29,29,5.03,18.8,2.3,Soybean
19,17,10,2.95,12.5,3.4,Rice
26,10,37,3.84,12.6,2.6,Cotton
10,9,27,1.99,11.4,1.4,Maize
28,8,22,3.64,18.5,4.4,Soybean
37,30,8,5.36,16.8,4.8,Maize
36,28,9,5.18,18.7,2.3,Maize
44,11,22,5.39,16.0,1.8,Rice
27,6,36,3.72,19.5,4.7,Cotton
43,17,29,5.73,18.3,3.9,Wheat
23,9,24,3.23,14.8,4.9,Soybean
11,8,6,1.62,8.7,1.6,Wheat
34,27,5,4.85,17.8,4.2,Maize
18,14,39,3.28,15.2,1.4,Rice
13,23,33,3.11,15.4,3.1,Wheat
13,23,26,2.97,19.0,1.3,Soybean
24,26,19,4.08,17.6,4.5,Maize
20,16,25,3.3,14.4,4.1,Wheat
26,23,40,4.55,19.3,2.7,Soybean
48,16,26,6.12,22.7,2.4,Rice
37,25,10,5.15,21.9,1.2,Maize
32,9,16,3.97,12.5,3.1,Soybean
29,18,23,4.26,16.3,2.9,Maize
13,7,37,2.39,10.9,2.0,Maize
18,12,24,2.88,15.7,2.8,Wheat
45,19,21,5.87,22.3,4.7,Rice
13,23,6,2.57,18.5,3.5,Soybean
15,20,34,3.18,11.8,1.4,Soybean
16,28,16,3.32,12.1,3.0,Wheat
25,12,18,3.46,12.0,2.0,Wheat
27,19,33,4.31,17.4,2.6,Cotton
44,26,23,6.16,19.8,3.8,Rice
22,9,16,2.97,13.1,1.4,Maize
44,15,40,5.95,23.2,2.8,Soybean
45,5,40,5.55,15.4,1.2,Cotton
41,7,12,4.69,16.4,4.5,Soybean
13,19,21,2.67,17.7,1.2,Rice
50,26,37,7.04,24.2,2.9,Rice
44,14,19,5.48,19.3,4.6,Cotton
28,9,36,3.97,14.1,2.1,Wheat
28,6,8,3.26,17.0,2.9,Wheat
22,16,34,3.68,20.6,2.5,Rice
44,9,38,5.61,20.9,4.2,Rice
39,17,24,5.23,19.0,1.2,Wheat
44,8,22,5.24,16.1,4.5,Soybean
33,12,21,4.32,14.8,1.5,Wheat
42,25,10,5.65,24.5,4.4,Cotton
39,19,9,5.03,21.9,1.7,Rice
33,7,9,3.83,15.3,2.6,Wheat
25,17,39,4.13,18.8,2.1,Soybean
23,10,17,3.14,18.6,1.3,Soybean
48,10,8,5.46,24.9,1.6,Wheat
24,11,39,3.73,19.0,1.9,Rice
45,24,8,5.86,19.5,4.0,Maize
14,8,23,2.26,10.0,2.9,Wheat
47,10,17,5.54,15.5,1.9,Wheat
25,19,35,4.15,20.4,1.4,Soybean
11,28,9,2.68,18.0,1.6,Rice
34,6,18,4.06,14.9,2.7,Cotton
20,19,12,3.19,15.4,1.0,Rice
42,16,31,5.62,23.9,4.0,Wheat
33,30,19,5.18,20.2,1.8,Wheat
33,17,31,4.77,20.9,2.1,Cotton
47,24,27,6.44,25.3,2.7,Rice
48,17,29,6.23,18.1,4.8,Wheat
36,25,19,5.23,18.9,2.1,Maize
33,6,34,4.28,17.3,2.8,Soybean
33,22,7,4.54,14.9,1.3,Wheat
38,17,23,5.11,16.9,3.4,Rice
38,28,36,5.92,17.6,1.2,Cotton
47,25,38,6.71,26.1,1.7,Cotton
45,28,28,6.46,24.4,4.0,Wheat
46,13,21,5.67,20.8,4.9,Cotton
36,13,31,4.87,21.8,2.5,Rice
40,24,16,5.52,22.6,2.6,Soybean
23,20,17,3.64,15.3,4.6,Maize
36,10,7,4.24,19.0,2.4,Cotton
14,10,17,2.24,15.0,3.2,Rice
32,29,31,5.27,15.3,1.6,Soybean
30,7,22,3.79,17.4,3.6,Rice
36,19,12,4.79,21.6,1.8,Wheat
40,30,27,6.04,16.9,3.7,Maize
16,27,21,3.37,12.9,3.4,Maize
30,14,14,3.98,18.9,3.9,Rice
49,11,35,6.15,24.6,3.1,Rice
50,29,15,6.75,18.3,3.6,Soybean
33,17,23,4.61,20.2,3.7,Wheat
50,14,19,6.08,26.0,1.9,Cotton
12,9,25,2.15,15.2,3.5,Soybean
50,19,36,6.67,20.3,1.8,Cotton
40,6,37,5.04,15.2,4.2,Soybean
32,22,14,4.58,16.4,4.2,Maize
30,10,23,3.96,15.1,3.5,Soybean
17,25,30,3.55,12.6,4.0,Maize
19,14,32,3.24,13.8,2.7,Wheat
45,26,13,6.06,24.6,2.4,Maize
40,6,15,4.6,23.3,4.3,Rice
32,18,14,4.38,20.3,4.9,Soybean
38,25,13,5.31,21.1,1.5,Wheat
16,19,18,2.91,15.5,1.8,Soybean
15,17,31,2.97,15.5,4.1,Soybean
19,13,18,2.91,11.1,2.2,Cotton
13,26,17,2.94,10.9,1.9,Soybean
28,26,39,4.88,18.2,3.5,Soybean
23,21,25,3.85,16.2,4.2,Soybean
20,8,8,2.56,13.1,4.3,Rice
29,7,18,3.61,14.5,1.0,Soybean
24,18,18,3.66,19.4,4.1,Wheat
44,20,12,5.64,24.4,3.0,Maize
24,21,38,4.21,14.4,2.5,Cotton
22,27,39,4.33,19.6,2.1,Wheat
17,6,39,2.78,11.2,2.2,Soybean
38,10,25,4.8,17.4,4.3,Rice
39,6,14,4.48,14.9,3.4,Soybean
49,28,35,7.0,24.2,1.6,Cotton
43,13,35,5.65,16.6,4.4,Soybean
18,30,31,3.92,18.1,1.5,Cotton
22,22,20,3.7,18.0,2.1,Rice
42,13,28,5.41,19.2,2.6,Rice
16,17,27,2.99,11.1,2.9,Maize
39,19,11,5.07,23.5,2.3,Cotton
12,20,30,2.8,12.3,4.0,Soybean
46,25,20,6.25,19.7,1.9,Maize
26,13,10,3.45,11.9,3.6,Maize
45,23,9,5.83,23.0,3.1,Rice
31,27,8,4.61,23.7,2.9,Cotton
25,5,17,3.09,18.7,1.3,Soybean
36,11,17,4.49,17.8,4.3,Soybean
21,7,6,2.57,18.8,2.5,Rice
24,13,6,3.17,15.5,2.0,Rice
36,26,39,5.68,24.1,3.7,Maize
14,10,5,2.0,11.8,5.0,Cotton
24,10,27,3.44,16.2,3.2,Rice
21,27,34,4.13,19.9,4.6,Rice
17,10,28,2.76,16.3,4.8,Soybean
27,27,35,4.75,16.8,2.4,Rice
34,19,38,5.11,22.2,3.2,Rice
11,26,19,2.78,10.4,2.1,Cotton
45,9,23,5.41,17.1,4.7,Maize
26,28,30,4.6,18.9,3.1,Rice
40,10,5,4.6,16.0,1.8,Wheat
40,23,15,5.45,15.9,4.8,Soybean
48,21,12,6.09,26.0,1.5,Maize
17,10,31,2.82,16.5,3.1,Rice
37,5,11,4.17,18.4,1.5,Maize
44,12,30,5.6,21.7,3.8,Wheat
41,9,29,5.13,22.5,3.0,Wheat
14,30,12,3.14,16.6,3.1,Rice
35,23,11,4.87,17.3,2.8,Rice
29,21,27,4.49,17.7,2.2,Cotton
31,11,27,4.19,16.6,2.8,Wheat
25,8,18,3.26,19.6,5.0,Cotton
18,5,25,2.55,10.2,4.4,Wheat
45,27,40,6.65,20.3,1.9,Rice
14,17,39,3.03,15.0,4.7,Wheat
42,26,19,5.88,18.8,2.7,Rice
17,8,20,2.5,17.4,2.2,Wheat
36,29,17,5.39,23.5,4.7,Soybean
13,19,25,2.75,17.2,3.0,Maize
17,21,17,3.09,15.7,3.8,Maize
13,14,8,2.16,9.9,2.3,Wheat
30,20,7,4.14,15.5,3.0,Wheat
11,13,11,1.97,9.5,2.2,Rice
21,15,23,3.31,18.7,3.7,Rice
38,13,32,5.09,20.8,2.1,Soybean
41,30,18,5.96,19.2,1.7,Cotton
10,8,23,1.86,16.2,4.0,Soybean
17,20,6,2.82,13.0,4.3,Maize
15,16,40,3.1,13.2,3.5,Soybean
35,13,28,4.71,17.3,2.0,Cotton
29,18,28,4.36,14.1,3.9,Soybean
41,10,22,5.04,18.6,3.8,Wheat
34,14,11,4.32,15.2,3.2,Rice
10,27,21,2.77,19.1,1.6,Wheat
20,6,20,2.7,11.0,2.2,Wheat
20,15,30,3.35,10.9,4.4,Wheat
27,11,7,3.39,17.8,5.0,Soybean
26,29,25,4.55,22.5,3.3,Rice
46,26,35,6.6,18.4,2.6,Soybean
50,8,16,5.72,20.6,3.3,Cotton
27,16,13,3.76,17.3,1.8,Cotton
24,14,9,3.28,18.5,2.7,Rice
19,16,10,2.9,14.6,3.6,Soybean
35,11,7,4.19,22.4,3.2,Wheat
25,7,9,3.03,18.6,3.2,Wheat
32,22,9,4.48,21.0,3.0,Wheat
47,19,10,5.85,18.1,2.4,Soybean
27,11,14,3.53,16.5,4.0,Maize
30,21,16,4.37,22.6,4.3,Rice
39,21,6,5.07,17.9,4.0,Wheat
19,22,38,3.76,13.8,3.2,Rice
14,25,14,2.93,12.6,2.9,Soybean
46,6,29,5.48,15.4,4.7,Maize
18,27,32,3.79,15.6,2.7,Soybean
18,5,38,2.81,13.1,2.3,Rice
16,28,34,3.68,20.9,4.0,Wheat
37,15,12,4.69,20.4,1.5,Soybean
27,6,12,3.24,16.5,2.4,Maize
19,11,12,2.69,11.9,2.6,Wheat
40,27,40,6.15,22.2,2.7,Wheat
39,16,23,5.16,18.7,1.8,Wheat
13,24,29,3.08,19.4,2.7,Rice
16,26,38,3.66,15.4,4.3,Cotton
38,25,22,5.49,16.2,2.5,Maize
38,12,11,4.62,22.3,1.9,Wheat
44,23,16,5.87,25.6,2.0,Cotton
29,7,6,3.37,19.4,2.2,Maize
37,17,24,5.03,19.2,2.3,Rice
11,16,37,2.64,15.4,4.3,Cotton
35,8,9,4.08,19.7,4.0,Wheat
24,12,11,3.22,15.8,4.6,Cotton
36,14,8,4.46,22.9,2.4,Maize
31,27,10,4.65,22.3,2.2,Soybean
47,15,37,6.19,24.2,2.2,Cotton
11,13,22,2.19,16.1,3.8,Cotton
16,29,5,3.15,17.0,1.4,Wheat
46,5,37,5.59,19.4,1.1,Soybean
45,19,30,6.05,21.5,3.1,Maize
28,14,34,4.18,16.1,2.6,Rice
27,5,29,3.53,14.9,2.5,Rice
15,11,38,2.81,12.1,4.0,Wheat
41,27,19,5.83,20.0,1.9,Wheat
36,20,37,5.34,22.5,2.7,Wheat
47,29,12,6.39,24.6,3.1,Maize
40,18,20,5.3,16.3,2.8,Wheat
11,24,21,2.72,19.5,1.9,Wheat
48,25,15,6.35,22.2,3.1,Maize
43,6,12,4.84,23.6,3.8,Soybean
26,16,21,3.82,12.9,2.1,Wheat
11,29,26,3.07,12.2,4.5,Wheat
47,19,28,6.21,17.9,4.6,Maize
21,26,16,3.72,20.2,4.3,Wheat
43,28,40,6.5,16.4,4.1,Cotton
37,27,20,5.45,18.5,4.8,Maize
43,8,34,5.38,20.0,2.7,Maize
18,5,20,2.45,15.5,4.0,Cotton
21,9,12,2.79,10.2,2.6,Wheat
12,20,36,2.92,10.5,4.7,Rice
15,25,28,3.31,15.6,4.9,Maize
19,21,28,3.51,20.1,1.8,Cotton
24,5,30,3.25,15.6,2.6,Rice
25,26,11,4.02,18.9,4.0,Cotton
20,25,36,3.97,11.6,2.7,Wheat
46,11,35,5.85,20.3,2.2,Maize
24,23,8,3.71,13.3,2.4,Cotton
49,24,31,6.72,24.7,4.8,Cotton
35,27,24,5.33,22.2,1.1,Wheat
41,18,35,5.7,20.1,1.1,Wheat
37,21,33,5.41,14.7,2.8,Rice
13,11,30,2.45,18.6,4.8,Rice
16,11,38,2.91,15.4,3.3,Rice
10,22,24,2.58,19.1,2.9,Rice
15,12,21,2.52,18.9,3.9,Soybean
41,11,30,5.25,21.9,2.0,Cotton
33,28,30,5.3,23.9,4.1,Rice
24,9,10,3.05,11.6,1.7,Soybean
22,17,31,3.67,15.9,3.9,Soybean
20,16,29,3.38,14.2,3.2,Rice
35,29,19,5.33,22.7,3.8,Maize
20,7,34,3.03,14.9,1.3,Wheat
25,5,32,3.39,15.4,3.3,Rice
37,5,17,4.29,18.9,2.4,Soybean
30,14,11,3.92,19.0,2.5,Maize
30,27,26,4.87,14.4,3.2,Wheat
20,27,18,3.71,12.5,2.4,Wheat
12,13,13,2.11,15.6,3.3,Wheat
13,28,16,3.02,10.7,2.4,Wheat
41,5,23,4.81,20.2,3.4,Rice
50,23,26,6.67,25.5,1.9,Soybean
35,6,32,4.44,20.8,4.7,Rice
14,8,9,1.98,11.3,1.7,Wheat
10,25,31,2.87,18.4,4.6,Maize
23,21,34,4.03,14.6,3.9,Soybean
28,5,27,3.59,17.7,3.8,Wheat
40,13,22,5.09,18.9,4.2,Soybean
12,12,31,2.42,14.1,3.9,Rice
10,22,18,2.46,14.9,4.5,Wheat
10,19,27,2.49,12.8,3.7,Soybean
19,18,36,3.52,19.4,4.2,Wheat
14,8,13,2.06,9.9,4.0,Maize
38,16,13,4.86,14.5,4.9,Cotton
27,26,38,4.76,18.6,3.0,Rice
12,9,5,1.75,9.5,3.0,Rice
21,20,36,3.82,11.5,2.1,Maize
28,29,16,4.57,22.9,4.4,Maize
19,23,24,3.53,15.5,3.5,Wheat
21,12,31,3.32,14.0,3.4,Soybean
43,15,20,5.45,23.3,1.1,Maize
43,30,37,6.54,24.4,3.7,Cotton
29,5,35,3.85,16.8,4.7,Wheat
12,24,31,3.02,19.0,4.8,Maize
45,11,30,5.65,17.9,4.0,Wheat
21,5,16,2.67,13.4,2.4,Wheat
41,23,7,5.39,24.7,3.4,Soybean
14,8,18,2.16,10.5,2.7,Rice
11,20,17,2.44,11.9,2.8,Wheat
35,29,9,5.13,16.7,3.4,Rice
22,24,27,3.94,16.9,2.2,Cotton
21,16,10,3.1,12.2,4.7,Wheat
29,18,40,4.6,14.0,1.8,Soybean
42,30,37,6.44,26.1,1.8,Wheat
14,12,37,2.74,10.4,4.7,Maize
20,24,34,3.88,21.0,3.6,Wheat
48,21,39,6.63,21.3,3.6,Maize
36,8,5,4.1,19.2,4.3,Rice
50,21,19,6.43,17.4,2.9,Maize
21,10,14,2.88,11.5,4.3,Rice
28,9,28,3.81,19.0,3.2,Maize
28,29,31,4.87,22.5,4.8,Cotton
24,20,30,4.0,21.4,3.8,Wheat
43,27,32,6.29,17.8,4.1,Cotton
13,7,36,2.37,13.7,2.7,Rice
46,13,33,5.91,17.6,2.3,Wheat
13,30,5,2.9,20.3,4.5,Cotton
11,29,18,2.91,10.3,4.1,Wheat
23,10,5,2.9,11.4,4.2,Rice
14,25,12,2.89,17.4,1.9,Maize
22,28,37,4.34,14.8,2.7,Rice
14,28,39,3.58,11.0,2.1,Wheat
18,10,27,2.84,13.4,2.3,Soybean
15,5,30,2.35,17.8,4.0,Maize
27,5,5,3.05,14.1,3.3,Maize
36,6,7,4.04,16.9,1.1,Cotton
25,15,36,3.97,19.0,2.6,Cotton
38,11,5,4.45,21.1,3.8,Wheat
29,6,28,3.76,19.9,1.9,Wheat
44,25,7,5.79,24.4,3.3,Maize
29,13,31,4.17,19.4,2.7,Maize
46,5,14,5.13,24.5,4.5,Cotton
10,12,31,2.22,11.2,3.0,Soybean
22,15,39,3.73,17.6,1.8,Rice
34,15,22,4.59,15.3,2.6,Soybean
30,5,23,3.71,16.3,2.7,Cotton
41,27,32,6.09,20.3,1.0,Maize
17,16,35,3.2,16.5,2.1,Soybean
31,28,20,4.9,16.3,1.7,Soybean
19,14,20,3.0,11.8,4.0,Rice
32,6,17,3.84,16.4,4.3,Wheat
21,24,33,3.96,16.5,2.4,Maize
29,13,31,4.17,14.0,2.9,Wheat
24,25,16,3.97,14.7,1.1,Wheat
50,13,21,6.07,17.3,1.6,Soybean
36,23,25,5.25,20.5,1.9,Rice
47,18,37,6.34,24.3,3.8,Maize
22,10,8,2.86,14.5,1.9,Wheat
35,6,35,4.5,15.2,2.7,Soybean
21,21,20,3.55,17.6,1.2,Wheat
28,26,7,4.24,16.9,1.3,Soybean
27,30,6,4.32,18.1,4.6,Rice
21,5,27,2.89,16.4,4.6,Wheat
44,12,30,5.6,17.8,1.8,Wheat
10,24,22,2.64,12.7,2.4,Cotton
38,10,36,5.02,15.3,1.9,Soybean
23,7,7,2.79,10.3,3.5,Rice
14,8,24,2.28,14.0,1.0,Cotton
22,20,34,3.88,13.6,1.5,Soybean
25,21,29,4.13,16.3,4.4,Cotton
10,23,20,2.55,11.8,4.2,Maize
50,9,8,5.61,24.4,4.6,Wheat
38,19,11,4.97,23.3,4.2,Maize
47,9,29,5.73,22.5,3.3,Wheat
20,17,23,3.31,10.7,3.6,Maize
48,22,27,6.44,25.4,2.9,Soybean
15,18,36,3.12,14.2,2.0,Maize
42,16,14,5.28,21.2,4.0,Cotton
43,22,6,5.52,17.3,4.2,Rice
29,17,17,4.09,18.4,1.9,Rice
39,14,20,5.0,20.1,3.9,Soybean
48,12,15,5.7,20.7,2.5,Wheat
50,22,9,6.28,18.2,2.2,Wheat
16,14,37,3.04,19.2,3.2,Soybean
20,9,35,3.15,16.7,4.4,Rice
22,7,30,3.15,14.3,4.3,Cotton
39,18,31,5.42,24.5,2.7,Rice
32,24,33,5.06,16.9,4.6,Wheat
26,15,17,3.69,17.5,1.0,Rice
28,7,6,3.27,15.2,4.9,Cotton
31,17,16,4.27,14.7,3.9,Maize
27,13,22,3.79,14.5,4.3,Wheat
31,29,19,4.93,22.2,3.2,Rice
41,19,19,5.43,19.1,1.7,Maize
33,7,7,3.79,16.7,4.1,Wheat
15,13,17,2.49,12.8,1.8,Soybean
24,6,9,2.88,12.3,1.9,Maize
35,8,34,4.58,15.3,3.7,Wheat
15,25,6,2.87,16.9,3.5,Soybean
24,19,9,3.53,16.7,1.9,Cotton
13,11,38,2.61,10.4,2.3,Maize
48,18,27,6.24,19.7,1.9,Maize
42,29,35,6.35,18.6,4.4,Rice
34,27,36,5.47,22.2,4.6,Wheat
12,7,24,2.03,12.6,3.4,Soybean
32,9,15,3.95,17.8,3.5,Cotton
25,17,35,4.05,20.8,1.5,Wheat
45,15,15,5.55,16.9,1.3,Maize
40,6,10,4.5,22.2,3.9,Wheat
26,30,31,4.72,19.7,1.7,Cotton
46,6,25,5.4,21.0,4.3,Soybean
50,28,25,6.9,27.1,1.2,Cotton
44,20,17,5.74,20.1,2.1,Wheat
50,29,28,7.01,18.5,4.5,Cotton
50,24,17,6.54,19.5,4.7,Soybean
44,28,16,6.12,19.4,3.1,Soybean
20,17,28,3.41,17.5,4.1,Wheat
31,18,29,4.58,14.4,2.3,Cotton
49,26,29,6.78,26.3,2.9,Soybean
37,19,19,5.03,16.1,4.9,Wheat
24,6,8,2.86,18.9,3.1,Rice
22,6,20,2.9,14.2,2.3,Rice
35,15,6,4.37,17.8,2.4,Soybean
27,23,40,4.65,13.0,4.9,Cotton
41,11,19,5.03,16.0,4.2,Cotton
16,15,18,2.71,19.1,4.7,Cotton
29,25,36,4.87,21.6,3.6,Cotton
39,5,11,4.37,15.7,4.7,Maize
12,28,27,3.14,18.7,4.6,Maize
37,7,28,4.61,15.4,1.1,Wheat
24,20,34,4.08,20.0,2.8,Rice
24,30,26,4.42,19.1,4.5,Maize
11,9,15,1.85,14.1,1.6,Maize
39,6,18,4.56,17.6,2.1,Cotton
23,13,9,3.13,13.9,4.1,Cotton
10,19,24,2.43,18.1,2.0,Wheat
17,11,11,2.47,10.8,4.6,Cotton
13,17,39,2.93,13.8,3.6,Wheat
26,15,17,3.69,12.5,4.0,Soybean
18,9,27,2.79,18.9,1.3,Wheat
30,25,5,4.35,14.6,1.1,Maize
46,15,12,5.59,22.8,4.0,Cotton
11,16,10,2.1,9.5,3.2,Cotton
27,9,14,3.43,15.5,3.2,Maize
24,22,22,3.94,18.9,3.2,Cotton
47,24,24,6.38,18.6,4.9,Soybean
42,15,37,5.69,18.4,1.8,Rice
11,21,19,2.53,16.2,3.2,Maize
18,23,11,3.17,17.3,1.1,Cotton
24,6,22,3.14,12.3,1.1,Maize
48,19,9,5.93,20.1,2.5,Rice
48,14,25,6.0,17.2,4.7,Cotton
12,30,5,2.8,10.5,1.1,Cotton
35,13,11,4.37,18.2,4.8,Maize
44,24,34,6.28,17.7,3.4,Cotton
35,29,6,5.07,18.0,1.9,Rice
29,20,17,4.24,22.6,2.6,Cotton
40,10,31,5.12,14.7,2.5,Wheat
43,30,33,6.46,19.2,1.7,Maize
38,17,5,4.75,21.3,3.8,Wheat
38,20,39,5.58,23.8,1.8,Soybean
32,8,19,3.98,15.4,4.1,Cotton
48,21,16,6.17,24.7,4.5,Soybean
31,21,36,4.87,18.8,3.4,Rice
40,12,18,4.96,16.9,3.1,Wheat
36,15,10,4.55,17.8,1.8,Maize
15,22,24,3.08,15.1,1.2,Maize
49,11,16,5.77,24.7,4.3,Soybean
46,25,20,6.25,19.3,2.6,Rice
40,8,25,4.9,14.6,2.0,Soybean
22,30,30,4.3,14.9,2.2,Rice
16,9,6,2.17,11.5,4.2,Cotton
25,28,40,4.7,13.4,1.0,Maize
30,27,27,4.89,22.5,2.7,Cotton
19,6,27,2.74,14.1,4.4,Rice
28,23,7,4.09,22.6,4.9,Cotton
41,20,40,5.9,15.8,1.9,Wheat
18,10,36,3.02,13.9,3.4,Maize
20,11,15,2.85,19.5,4.7,Wheat
47,5,25,5.45,15.6,2.7,Soybean
14,22,22,2.94,16.5,1.7,Soybean
39,13,38,5.31,14.5,3.8,Cotton
35,23,37,5.39,18.9,2.3,Wheat
49,24,28,6.66,20.1,4.2,Maize
31,9,19,3.93,18.9,2.7,Maize
50,18,37,6.64,25.0,2.7,Soybean
26,21,18,4.01,15.9,3.3,Soybean
19,9,16,2.67,17.3,4.3,Soybean
32,8,32,4.24,21.3,1.2,Cotton
17,30,31,3.82,16.4,2.1,Maize
33,5,18,3.91,19.3,4.4,Wheat
29,17,15,4.05,13.5,4.9,Wheat
15,28,18,3.26,20.1,4.3,Soybean
26,24,14,4.08,15.9,3.5,Maize
19,27,20,3.65,17.0,3.0,Cotton
20,27,14,3.63,16.5,1.2,Soybean
40,24,8,5.36,19.1,3.1,Cotton
49,5,12,5.39,22.4,2.0,Maize
39,27,8,5.41,24.4,1.0,Soybean
14,19,20,2.75,16.6,4.5,Soybean
27,16,10,3.7,13.1,1.5,Wheat
46,21,16,5.97,19.4,2.1,Maize
35,8,26,4.42,13.1,4.7,Cotton
30,20,23,4.46,14.7,4.7,Rice
48,24,15,6.3,18.7,1.9,Cotton
19,25,30,3.75,12.3,4.7,Cotton
13,20,40,3.1,13.3,1.7,Soybean
47,5,7,5.09,17.7,3.2,Soybean
36,29,40,5.85,19.8,3.6,Soybean
40,23,25,5.65,16.9,2.7,Maize
42,22,35,6.0,16.6,2.0,Soybean
25,25,10,3.95,17.0,3.1,Rice
44,15,35,5.85,16.7,4.5,Rice
22,13,19,3.23,11.2,1.1,Cotton
24,7,9,2.93,19.4,1.9,Wheat
39,7,32,4.89,18.9,2.5,Cotton
50,8,26,5.92,17.2,2.2,Wheat
44,27,25,6.25,17.0,2.9,Soybean
36,28,40,5.8,15.7,2.5,Soybean
14,12,7,2.14,14.7,3.2,Wheat
22,28,6,3.72,20.1,3.2,Cotton
30,21,37,4.79,18.4,1.2,Rice
15,27,8,3.01,15.9,2.2,Soybean
35,25,33,5.41,19.8,1.8,Rice
38,23,5,5.05,23.1,2.5,Maize
44,24,14,5.88,23.4,4.0,Rice
15,27,38,3.61,16.5,1.4,Wheat
28,18,34,4.38,16.1,4.4,Wheat
